"entity_id","type","value"
"475","prog_sped","Structured Learning Class / Transistion Readiness with Essential Skills_Alternative"
"475","prog_sped","Skills for Learning and Living"
"476","prog_sped","Behavior Support Class"
"476","prog_sped","Skills for Learning and Living"
"477","prog_sped","Behavior Support Class"
"477","prog_sped","Skills for Learning and Living"
"478","prog_sped","No SPED offered"
"479","prog_sped","Behavior Support Class"
"479","prog_sped","Skills for Learning and Living"
"480","prog_sped","Structured Learning Class / Transistion Readiness with Essential Skills_Standard Trek"
"480","prog_sped","Skills for Learning and Living"
"483","prog_sped","Behavior Support Class"
"483","prog_sped","Structured Learning Class / Transistion Readiness with Essential Skills_Standard Trek"
"483","prog_sped","Skills for Learning and Living"
"484","prog_sped","No SPED offered"
"485","prog_sped","No SPED offered"
"486","prog_sped","No SPED offered"
